Certificat de Professionalitat;Descripció ;Hores;NivellEspecialitat;FamProfDescCat;Competències;Descripció de la competència;Durada 
SSCG11;Atenció especialitzada a persones dependents amb Trastorn de l¿Espectre de l¿Autisme;250,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_sscg11;;40,
ADGG0108;Assistència a la direcció;610,;3;ADMINISTRACIÓ I GESTIÓ;UC0983_3;Gestionar de forma proactiva activitats d'assistència a la direcció en matèria d'organització;120,
IMAR0309;Planificació, gestió i realització del manteniment i supervisió del muntatge d'instal·lacions frigorífiques;540,;3;INSTAL·LACIÓ I MANTENIMENT;noUC_MP0235;Mòdul de pràctiques professionals no laborals de 'Planificació, gestió i realització del manteniment i supervisió del muntatge d'instal·lacions frigorífiques';80,
TMVB0211;Manteniment de sistemes elèctrics i electrònics de material rodador ferroviari;510,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0632_2;Mantenir sistemes electrico-electrònics d'alimentació, tracció, enllumenat i senyalització de material rodant ferroviari;270,
AFDP0209;Socorrisme en espais aquàtics naturals;420,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1083_2;Rescatar persones en cas d'accident o situació d'emergència en espais aquàtics naturals;120,
IFCM0111;Manteniment de segon nivell en sistemes de radiocomunicacions;680,;3;INFORMÀTICA I COMUNICACIONS;UC1223_3;Gestionar el manteniment de sistemes de radiocomunicacions de xarxes fixes i mòbils;210,
HOTR48;Terminologia específica del restaurant en anglès;20,;2;HOSTALERIA I TURISME;;;0,
IMAR19;Fabricació de conductes per a la conducció de fluids en instal·lacions de climatització;90,;2;INSTAL·LACIÓ I MANTENIMENT;noUC_imar19;;50,
ARGA0211;Enquadernació artística;750,;3;ARTS GRÀFIQUES;UC1355_3;Realitzar i supervisar la construcció del llibre i confeccionar els elements de protecció i contenidors;210,
ADGD55;Habilitats directives per a la gestió eficaç d'equip;50,;1;ADMINISTRACIÓ I GESTIÓ;;;0,
VICI0412;Operacions en línia automàtica de fabricació i transformació de vidre;580,;2;VIDRE I CERÀMICA;UC0152_2;Elaborar vidres temprats, corbats o laminats;160,
IFCD29;Ús segur d'internet i habilitats en col·laboració en línia;60,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifcd29;;15,
QUIM0109;Elaboració de productes farmacèutics i afins;600,;2;QUÍMICA;UC0051_2;Fabricar un lot de productes farmacèutics i afins;240,
IFCT122;Desenvolupament segur d'aplicacions;104,;4;INFORMÀTICA I COMUNICACIONS;noUC_ifct122;;18,
IMAR15;Instal·lacions frigorífiques industrials de CO2 / Amoníac;100,;2;INSTAL·LACIÓ I MANTENIMENT;noUC_imar15;;15,
IFCM0008;Tècniques de missatgeria i consergeria;550,;1;INFORMÀTICA I COMUNICACIONS;;;0,
CTRI0005;Elaboració, anàlisi i implementació dels plans digualtat. Nivell Superior;30,;2;COMPETÈNCIES TRANSVERSALS;;;0,
CTRP0007;Comunicació no violenta;30,;1;COMPETÈNCIES TRANSVERSALS;;;0,
IFCT56;Excel avançat i Power BI;150,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifct56;;75,
TCPF0312;Control de qualitat de productes en tèxtil i pell;620,;3;TÈXTIL, CONFECCIÓ I PELL;UC2058_3;Supervisar i realitzar assajos per a control de qualitat de productes de pell, calçat i marroquineria;180,
ARGI0110;Impressió en flexografia;450,;2;ARTS GRÀFIQUES;UC0200_2;Operar en el procés gràfic en condicions de seguretat, qualitat i productivitat;100,
ARGT0112;Gestió de la producció en transformats de paper, cartró i altres suports gràfics;630,;3;ARTS GRÀFIQUES;UC1669_3;Planificar la fabricació de productes gràfics;120,
ADGG0408;Operacions auxiliars de serveis administratius i generals;430,;1;ADMINISTRACIÓ I GESTIÓ;UC0970_1;Transmetre i rebre informació operativa en gestions rutinàries amb agents externs de l'organització;120,
EOCJ0013;PRL per a treballs de muntatge de prefabricats de formigó. Part específica;6,;1;EDIFICACIÓ I OBRA CIVIL;;;0,
ELEM0411;Manteniment d'electrodomèstics;500,;2;ELECTRICITAT I ELECTRÒNICA;UC1976_2;Mantenir electrodomèstics de gama industrial;210,
FCOO01;Inserció laboral i tècniques de recerca de feina;15,;2;FORMACIÓ COMPLEMENTARIA;noUC_FCOO01;;4,
IEXM0209;Sondejos;690,;2;INDÚSTRIES EXTRACTIVES;UC0415_2;Realitzar sondeigs;260,
IFCD0210;Desenvolupament d'aplicacions amb tecnologia web;590,;3;INFORMÀTICA I COMUNICACIONS;UC0491_3;Desenvolupar elements programari a l'entorn client;180,
FCOO11;Soft skills en processos de selecció de recursos humans en les empreses;25,;3;FORMACIÓ COMPLEMENTARIA;;;0,
ENAS0110;Muntatge, posada en servei, manteniment, inspecció i revisió d'instal·lacions receptores i aparells de gas;540,;2;ENERGIA I AIGUA;UC1522_2;Realitzar instal·lacions receptores comunes i individuals de gas;170,
HOTA0308;Recepció en allotjaments;630,;3;HOSTALERIA I TURISME;UC0263_3;Executar i controlar el desenvolupament d'accions comercials i reserves;150,
COMT0013;Atenció a la clientela del petit comerç en llengua estrangera, anglès;30,;2;COMERÇ I MARQUETING;;;0,
AGAO0308M;Jardineria i restauració del paisatge;620,;3;AGRÀRIA;UC0007_3;Gestionar i executar la instal·lació de parcs i jardins i la restauració del paisatge.;180,
FCOI27;Aplicació del full de càlcul Excel. Nivell inicial;40,;1;FORMACIÓ COMPLEMENTARIA;noUC_fcoi27;;20,
AFDA0611;Guia per itineraris de baixa i mitjana muntanya;610,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC0506_2;Progressar amb eficàcia i seguretat per terreny de baixa i mitjana muntanya i terreny nevat de tipus nòrdic;230,
ARTB0013;Operacions auxiliars de fabricació de joieria;300,;1;ARTS I ARTESANIA;noUC_artb0013;-;70,
QUIT0309;Operacions de transformació de cautxú;570,;2;QUÍMICA;UC0326_2;Preparar màquines i instal·lacions per a la transformació de polímers;140,
ARGI0210;Impressió en gravat en relleu;450,;2;ARTS GRÀFIQUES;UC1346_2;Ajustar els elements del procés d'impressió en gravat en relleu;80,
IFCT37;Eines web 2.0;100,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifct37;;25,
EOCO0108;Representació de projectes d'edificació;600,;3;EDIFICACIÓ I OBRA CIVIL;UC0639_3;Realitzar i supervisar desenvolupaments de projectes d'edificació;200,
TCPP0112;Desenvolupament de tèxtils tècnics;600,;3;TÈXTIL, CONFECCIÓ I PELL;UC1243_3;Col·laborar en l'execució de projectes de desenvolupament de tèxtils tècnics;250,
ARTU0110;Maquinària escènica per a l'espectacle en viu;830,;3;ARTS I ARTESANIA;UC1714_3;Servir assajos i funcions gestionant els equips de maquinària i els elements escenogràfics en condicions canviants d'explotació;220,
TMVG0409;Manteniment del motor i dels seus sistemes auxiliars;520,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0132_2;Mantenir el motor tèrmic;260,
FCOV28;Competències clau nivell 3 per a certificats de professionalitat amb idiomes: Comunicació en llengua castellana, competència matemàtica i comunicació en llengua estrangera (Anglès);580,;3;FORMACIÓ COMPLEMENTARIA;noUC_fcov28;;180,
FMEM14;Programació CAD-CAM per torn i fresa;100,;2;FABRICACIÓ MECÀNICA;noUC_fmem14;-;40,
SEAD0227;Tècniques de relaxació;20,;1;SEGURETAT I MEDI AMBIENT;;;0,
IMAI0208;Planificació, gestió i realització del manteniment i supervisió del muntatge de xarxes i sistemes de distribució de fluids;580,;3;INSTAL·LACIÓ I MANTENIMENT;UC1288_3;Realitzar i supervisar el manteniment de xarxes i sistemes de distribució de fluids;160,
TMVB0111;Manteniment dels sistemes mecànics de material rodador ferroviari;710,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC0629_2;Mantenir motors dièsel;210,
COMT0112;Activitats de gestió del petit comerç;530,;2;COMERÇ I MARQUETING;UC2105_2;Organitzar i animar el punt de venda d'un petit comerç;100,
IFCD0069;Renderizado ràpid en disseny de producte. Keyshot;12,;3;INFORMÀTICA I COMUNICACIONS;;;0,
ARTN0110;Reproduccions de motlles i peces ceràmiques artesanals;300,;1;ARTS I ARTESANIA;UC1684_1;Reproduir motlles a partir de matrius per a la reproducció de peces ceràmiques artesanals;140,
EOCO0015;Tècniques tradicionals en construcció, la fusta;40,;1;EDIFICACIÓ I OBRA CIVIL;;;0,
TCPC51;Aparat de bosses i complement de marroquineria.;600,;1;TÈXTIL, CONFECCIÓ I PELL;;;0,
IFCT0108;Operacions auxiliars de muntatge i manteniment de sistemes microinformàtics;370,;1;INFORMÀTICA I COMUNICACIONS;UC1207_1;Realitzar operacions auxiliars de muntatge d'equips microinformàtics;130,
IEXM0209;Sondejos;690,;2;INDÚSTRIES EXTRACTIVES;UC0416_2;Recollir testimonis, mostres i realitzar assajos i mediciones geotècniques i hidrogeològiques;240,
EOCB0211;Paviments i obra de paleta d'urbanització;490,;2;EDIFICACIÓ I OBRA CIVIL;UC1931_2;Estendre canons de sanejament i construir registres i càmares;50,
ARTG0212;Manteniment i reparació d'instruments de vent-fusta;680,;2;ARTS I ARTESANIA;UC2111_2;Muntar mecanismes, assentar sabatilles i regular sistemes mecànics d'instruments de vent-fusta;260,
IFCT0020;IOT (Internet De Les Coses) i sistemes ciberfísics en la indústria 4.0;40,;2;INFORMÀTICA I COMUNICACIONS;;;0,
ENAS0108;Muntatge i manteniment de xarxes de gas;450,;2;ENERGIA I AIGUA;UC0611_2;Muntar xarxes i mantenir xarxes de gas en polietilè.;100,
SSCE20;"Competències digitals per a formadors i tutors segons el ""marc comú de competència digital docent-digcomp""";80,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;noUC_ssce20;-;55,
EOCJ0111;Impermeabilització mitjançant membranes formades amb làmines;590,;2;EDIFICACIÓ I OBRA CIVIL;UC1919_2;Impermeabilitzar amb membranes sintètiques;130,
HOTR0026;El servei de menjars|dinars en centres sanitaris i sociosanitaris;100,;1;HOSTALERIA I TURISME;noUC_hotr0026;-;35,
IFCT77;Eines col·laboratives de treball en línia;100,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifct77;-;30,
MAPU0209;Activitats d'engreixament d'espècies aqüícoles;320,;1;MARÍTIM PESQUER;UC1305_1;Desenvolupar activitats d'engreix de peixos, crustacis i cefalòpods en instal·lacions flotants i submergides;70,
SEAG13;Canvi climàtic i empremta de carboni;80,;3;SEGURETAT I MEDI AMBIENT;noUC_seag13;;20,
EOCE0111;Armadures passives per a formigó;610,;2;EDIFICACIÓ I OBRA CIVIL;UC1360_2;Controlar a nivell bàsic riscos en construcció;60,
EOCB0209;Operacions auxiliars d'acabats rígids i urbanització;340,;1;EDIFICACIÓ I OBRA CIVIL;UC1320_1;Preparar peces i tractar superfícies en revestiments amb peces rígides;40,
AGAN0010;Benestar animal durant el sacrifici en escorxadors de conills;10,;1;AGRÀRIA;;;0,
ARTN0109;Elaboració artesanal de productes de vidre en calent;660,;2;ARTS I ARTESANIA;UC1696_2;Elaborar a partir d'una massa vítria fosa objetes artesanals de vidre buit mitjançant bufament;180,
ENAC09;Gestió de comunitats energètiques locals;270,;4;ENERGIA I AIGUA;noUC_enac09;;30,
AGAR0309;Activitats auxiliars en conservació i millora de forests;270,;1;AGRÀRIA;noUC_MP0215;Mòdul de pràctiques professionals no laborals d''Activitats auxiliars en conservació i millora de forests';40,
AFDA0209;Guia per itineraris eqüestres en medi natural;580,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1081_2;Guiar i dinamitzar persones per itineraris a cavall;140,
ADGD0062;Pla d'acollida en una cooperativa;8,;2;ADMINISTRACIÓ I GESTIÓ;;;0,
ARTB0211;Reparació de joieria;590,;2;ARTS I ARTESANIA;UC2046_2;Reparar elements de joieria;200,
ADGN0208;Comercialització i administració de productes i serveis financers;800,;3;ADMINISTRACIÓ I GESTIÓ;UC0233_2;Manejar aplicacions ofimàtiques en la gestió de la informació i la documentació;190,
EOCE0111;Armadures passives per a formigó;610,;2;EDIFICACIÓ I OBRA CIVIL;noUC_MP0480;Mòdul de pràctiques professionals no laborals de 'Armadures passives per a formigó';80,
EOCE0109;Aixecaments i replanteigs;600,;3;EDIFICACIÓ I OBRA CIVIL;UC0878_3;Realitzar treballs de gabinet per a aixecaments;240,
IFCT57;Reparació de mòbils;120,;2;INFORMÀTICA I COMUNICACIONS;noUC_ifct57;;15,
ADGN0110;Gestió comercial i tècnica d'assegurances i reassegurances privades;730,;3;ADMINISTRACIÓ I GESTIÓ;UC0233_2;Manejar aplicacions ofimàtiques en la gestió de la informació i la documentació;190,
SEAD0411;Operacions de vigilància i extinció d'incendis forestals i recolzament a contingències en el medi natural i rural;450,;2;SEGURETAT I MEDI AMBIENT;UC1966_2;Realitzar tasques de suport en contingències en el medi natural i rural;100,
AFDA0209;Guia per itineraris eqüestres en medi natural;580,;2;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1079_2;Determinar i organitzar itineraris a cavall per diversos terrenys;110,
TMVU0111;Pintura, reparació i construcció d'elements de plàstic reforçat amb fibra d'embarcacions esportives i d'esbarjo;480,;2;TRANSPORT I MANTENIMENT DE VEHICLES;UC1842_2;Realitzar operacions d'acabament de superfícies de l'obra morta, coberta, superestructures i arboradura d'embarcacions esportives i d'esbarjo;160,
IFCD42;Modelatge poligonal, texturitzat i animació;300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd42;-;30,
FMEC0209;Disseny de canonada industrial;480,;3;FABRICACIÓ MECÀNICA;UC1150_3;Dissenyar instal·lacions de canonades industrials;130,
AFDA0411;Animació físic-esportiva i recreativa per a persones amb discapacitat;740,;3;ACTIVITATS FÍSIQUES I ESPORTIVES;UC1661_3;Concretar, dirigir i dinamitzar activitats, jocs i esports adaptats i específics i col·laborar en competicions recreatives i esdeveniments físic-esportius i recreatius per a usuaris amb discapacitat física;170,
COML0110;Activitats auxiliars de magatzem;210,;1;COMERÇ I MARQUETING;noUC_MP0287;Mòdul de pràctiques professionals no laborals d''Activitats auxiliars de magatzem';40,
SEAD0212;Vigilància, seguretat privada i protecció d'explosius;350,;2;SEGURETAT I MEDI AMBIENT;UC0082_2;Protegir l'emmagatzematge, manipulació i transport d'objectes valuosos o perillosos i explosius.;60,
ELES03;Instal·lació i manteniment de xarxes 5G;82,;1;ELECTRICITAT I ELECTRÒNICA;;;0,
HOTR0005;Cuina de caça, bolets i tòfones;40,;1;HOSTALERIA I TURISME;noUC_hotr0005;-;20,
IMAR0109;Desenvolupament de projectes d'instal·lacions de climatització i ventilació-extracció;570,;3;INSTAL·LACIÓ I MANTENIMENT;UC1166_3;Planificar i especificar el muntatge, les proves i els protocols d'instal·lacions de climatització i ventilació-extracció;160,
FCOV09;Comunicació a llengües estrangeres (alemany) N2;180,;2;FORMACIÓ COMPLEMENTARIA;noUC_fcov09;__;180,
TCPP0112;Desenvolupament de tèxtils tècnics;600,;3;TÈXTIL, CONFECCIÓ I PELL;UC1242_3;Gestionar la informació sobre innovació en el camp dels tèxtils tècnics;60,
FMEH0409;Mecanització per abrasió, electroerosió i procediments especials;620,;2;FABRICACIÓ MECÀNICA;UC0093_2;Preparar màquines i sistemes per procedir a la mecanització per abrasió, electroerosió i procediments especials;260,
IFCD115;Desenvolupador cloud azure i expert devops.;400,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd115;;70,
COML22;Digitalització en operacions logístiques;30,;3;COMERÇ I MARQUETING;noUC_coml22;;6,
TMVG0110;Planificació i control de l'àrea d'electromecànica;660,;3;TRANSPORT I MANTENIMENT DE VEHICLES;UC0137_3;Gestionar el manteniment de vehicles i la logística associada, atenent a criteris d'eficàcia, seguretat i qualitat;130,
TMVG0110;Planificació i control de l'àrea d'electromecànica;660,;3;TRANSPORT I MANTENIMENT DE VEHICLES;noUC_MP0327;Mòdul de pràctiques professionals no laborals de 'Planificació i control de l'àrea d'electromecànica';80,
IMAR15;Instal·lacions frigorífiques industrials de CO2 / Amoníac;100,;2;INSTAL·LACIÓ I MANTENIMENT;noUC_imar15;;10,
IFCT75;Arquitecte AWS;250,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct75;;5,
EOCO0029;Interpretació de plans;20,;2;EDIFICACIÓ I OBRA CIVIL;;;0,
COMT0014;Atenció a la clientela del petit comerç en llengua estrangera, francès;30,;2;COMERÇ I MARQUETING;;;0,
ENAA0112;Gestió de l'ús eficient de l'aigua;760,;3;ENERGIA I AIGUA;UC2204_3;Realitzar diagnòstic i propostes de millora de xarxes i instal·lacions d'aigua;100,
IFCD0059;Programació d'aplicacions java se 11. programming i;60,;3;INFORMÀTICA I COMUNICACIONS;;;0,
IMAR0012;Iniciació al muntatge i parametrització de variadors de freqüència en instal·lacions de refrigeració;60,;2;INSTAL·LACIÓ I MANTENIMENT;;;0,
ADGD87;Intel·ligència emocional;50,;1;ADMINISTRACIÓ I GESTIÓ;;;0,
INAH03;Productes de qualitat diferenciada;70,;3;INDÚSTRIA ALIMENTÀRIA;noUC_inah03;-;22,
ENAL0210;Gestió del muntatge i manteniment de substacions elèctriques;620,;3;ENERGIA I AIGUA;UC1532_3;Gestionar i supervisar l'operació i el manteniment de subestacions elèctriques;180,
CTRG0005;Gestió del temps i productivitat;30,;2;COMPETÈNCIES TRANSVERSALS;;;0,
FMEC0109;Producció en construccions metàl·liques;490,;3;FABRICACIÓ MECÀNICA;UC1153_3;Programar sistemes automatitzats en construccions metâl·liques;90,
IFCD0210;Desenvolupament d'aplicacions amb tecnologia web;590,;3;INFORMÀTICA I COMUNICACIONS;UC0491_3;Desenvolupar elements programari a l'entorn client;180,
EOCQ0010;PRL per a treballs de manteniment de maquinària i vehicles;20,;1;EDIFICACIÓ I OBRA CIVIL;;;0,
IFCD50;Desenvolupament  d'aplicacions híbrides ..amb Android, iOS i Progressive Web Apps (PWA);300,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifcd50;-;75,
INAK0209;Obtenció d'olis de llavors i de greixos;480,;2;INDÚSTRIA ALIMENTÀRIA;UC0553_2;Realitzar i controlar les operacions corresponents en la línia d'extracció d'olis de llavors;110,
FMEM0409;Disseny de motlles i models;690,;3;FABRICACIÓ MECÀNICA;noUC_MP0123;Mòdul de pràctiques professionals no laborals de 'Disseny de motlles i models';80,
HOTR28DCP;Operacions auxiliars de pastisseria per a persones amb discapacitat;650,;1;HOSTALERIA I TURISME;noUC_hotr28dcp;;300,
SSCI0312;Atenció al client i organització d'actes de protocol en serveis funeraris;280,;2;SERVEIS SOCIOCULTURALS I A LA COMUNITAT;UC2010_2;Organitzar els actes de protocol funerari i activitats d'assistència a la persona sol·licitant, familiars i/o persones usuàries;80,
ENAE0308;Organització i projectes d'instal·lacions solars tèrmiques;630,;3;ENERGIA I AIGUA;noUC_MP0049;Mòdul de pràctiques professionals no laborals;160,
FCOI21;Resolució de problemes a l'entorn digital. Nivell bàsic;40,;1;FORMACIÓ COMPLEMENTARIA;noUC_fcoi21;;15,
IFCT105;Business Intelligence per al teu negoci;40,;2;INFORMÀTICA I COMUNICACIONS;noUC_IFCT105;;20,
FCOV10;Comunicació a llengües estrangeres (Alemany) N3;180,;3;FORMACIÓ COMPLEMENTARIA;noUC_fcov10;-;180,
IFCT34;Administrador big data cloudera;150,;3;INFORMÀTICA I COMUNICACIONS;noUC_ifct34;;40,
